"vehicleId","time","assignmentId","assignmentType","heading","latitude","longitude"
8087,"2016-04-21 19:53:04","SE-18","BLOCK_ID",92,38.95354,-77.44754
8087,"2016-04-21 19:53:34","SE-18","BLOCK_ID",92,38.95354,-77.44754
8087,"2016-04-21 19:54:07","SE-18","BLOCK_ID",92,38.95354,-77.44754
8087,"2016-04-21 19:54:37","SE-18","BLOCK_ID",92,38.95354,-77.44754
8087,"2016-04-21 19:55:11","SE-18","BLOCK_ID",92,38.95359,-77.44732
8087,"2016-04-21 19:55:41","SE-18","BLOCK_ID",92,38.95359,-77.44732
8087,"2016-04-21 19:56:13","SE-18","BLOCK_ID",92,38.95359,-77.44732
8087,"2016-04-21 19:56:43","SE-18","BLOCK_ID",92,38.95359,-77.44732
8087,"2016-04-21 19:57:00","SE-18","BLOCK_ID",92,38.95359,-77.44732
8087,"2016-04-21 19:57:16","SE-18","BLOCK_ID",92,38.95365,-77.44719
8087,"2016-04-21 19:57:46","SE-18","BLOCK_ID",92,38.95365,-77.44719
8087,"2016-04-21 19:58:19","SE-18","BLOCK_ID",92,38.95365,-77.44719
8087,"2016-04-21 19:58:49","SE-18","BLOCK_ID",92,38.95365,-77.44719
8087,"2016-04-21 19:59:22","SE-18","BLOCK_ID",92,38.95365,-77.44719
8087,"2016-04-21 19:59:49","SE-18","BLOCK_ID",92,38.95365,-77.44719
