service_id,date,exception_type
13,20040419,1
13,20040420,1
13,20040421,1
13,20040422,1
13,20040426,1
13,20040427,1
13,20040428,1
13,20040429,1
13,20040503,1
13,20040504,1
13,20040505,1
13,20040506,1
13,20040510,1
13,20040511,1
13,20040512,1
13,20040513,1
13,20040517,1
13,20040518,1
13,20040519,1
13,20040520,1
13,20040524,1
13,20040525,1
13,20040526,1
13,20040527,1
13,20040601,1
13,20040602,1
13,20040603,1
13,20040607,1
13,20040608,1
13,20040609,1
13,20040610,1
13,20040614,1
13,20040615,1
13,20040616,1
13,20040617,1
13,20040621,1
13,20040622,1
13,20040623,1
13,20040624,1
13,20050103,1
13,20050104,1
13,20050105,1
13,20050106,1
13,20050110,1
13,20050111,1
13,20050112,1
13,20050113,1
13,20050118,1
13,20050119,1
13,20050124,1
13,20050125,1
13,20050126,1
13,20050127,1
13,20050131,1
13,20050201,1
13,20050202,1
13,20050203,1
13,20050207,1
13,20050208,1
13,20050209,1
13,20050210,1
13,20050214,1
13,20050215,1
13,20050216,1
13,20050217,1
13,20050222,1
13,20050223,1
13,20050224,1
13,20050228,1
13,20050301,1
13,20050302,1
13,20050303,1
13,20050307,1
13,20050308,1
13,20050309,1
13,20050310,1
13,20050314,1
13,20050315,1
13,20050316,1
13,20050317,1
13,20050321,1
13,20050322,1
13,20050323,1
13,20050324,1
13,20050404,1
13,20050405,1
13,20050406,1
13,20050407,1
13,20050411,1
13,20050412,1
13,20050413,1
13,20050414,1
13,20050418,1
13,20050419,1
13,20050420,1
13,20050421,1
13,20050425,1
13,20050426,1
13,20050427,1
13,20050428,1
13,20050502,1
13,20050503,1
13,20050504,1
13,20050505,1
13,20050510,1
13,20050511,1
13,20050512,1
13,20050516,1
13,20050517,1
13,20050518,1
13,20050519,1
13,20050523,1
13,20050524,1
13,20050525,1
13,20050526,1
13,20050531,1
13,20050601,1
13,20050602,1
13,20050606,1
13,20050607,1
13,20050608,1
13,20050609,1
13,20050613,1
13,20050614,1
13,20050615,1
13,20050616,1
13,20050620,1
13,20050621,1
13,20050622,1
13,20050623,1
13,20050829,1
13,20050830,1
13,20050831,1
13,20050901,1
13,20050906,1
13,20050907,1
13,20050908,1
13,20050912,1
13,20050913,1
13,20050914,1
13,20050915,1
13,20050919,1
13,20050920,1
13,20050921,1
13,20050922,1
13,20050926,1
13,20050927,1
13,20050928,1
13,20050929,1
13,20051003,1
13,20051004,1
13,20051005,1
13,20051006,1
13,20051011,1
13,20051012,1
13,20051013,1
13,20051017,1
13,20051018,1
13,20051019,1
13,20051020,1
13,20051024,1
13,20051025,1
13,20051026,1
13,20051027,1
13,20051031,1
13,20051101,1
13,20051102,1
13,20051103,1
13,20051107,1
13,20051108,1
13,20051109,1
13,20051110,1
13,20051114,1
13,20051115,1
13,20051116,1
13,20051117,1
13,20051121,1
13,20051122,1
13,20051123,1
13,20051128,1
13,20051129,1
13,20051130,1
13,20051201,1
13,20051205,1
13,20051206,1
13,20051207,1
13,20051208,1
13,20051212,1
13,20051213,1
13,20051214,1
13,20051215,1
13,20051216,1
13,20051219,1
13,20051220,1
13,20051221,1
13,20051222,1
13,20060109,1
13,20060110,1
13,20060111,1
13,20060112,1
13,20060117,1
13,20060118,1
13,20060119,1
13,20060123,1
13,20060124,1
13,20060125,1
13,20060126,1
13,20060130,1
13,20060131,1
13,20060201,1
13,20060202,1
13,20060206,1
13,20060207,1
13,20060208,1
13,20060209,1
13,20060213,1
13,20060214,1
13,20060215,1
13,20060216,1
13,20060221,1
13,20060222,1
13,20060223,1
13,20060227,1
13,20060228,1
13,20060301,1
13,20060302,1
13,20060306,1
13,20060307,1
13,20060308,1
13,20060309,1
13,20060313,1
13,20060314,1
13,20060315,1
13,20060316,1
13,20060320,1
13,20060321,1
13,20060322,1
13,20060323,1
13,20060327,1
13,20060328,1
13,20060329,1
13,20060330,1
13,20060403,1
13,20060404,1
13,20060405,1
13,20060406,1
13,20060418,1
13,20060419,1
13,20060420,1
13,20060424,1
13,20060425,1
13,20060426,1
13,20060427,1
13,20060501,1
13,20060502,1
13,20060503,1
13,20060504,1
13,20060508,1
13,20060509,1
13,20060510,1
13,20060511,1
13,20060515,1
13,20060516,1
13,20060517,1
13,20060518,1
13,20060522,1
13,20060523,1
13,20060524,1
13,20060525,1
13,20060530,1
13,20060531,1
13,20060601,1
13,20060605,1
13,20060606,1
13,20060607,1
13,20060608,1
13,20060612,1
13,20060613,1
13,20060614,1
13,20060828,1
13,20060829,1
13,20060830,1
13,20060831,1
13,20060905,1
13,20060906,1
13,20060907,1
13,20060911,1
13,20060912,1
13,20060913,1
13,20060914,1
13,20060918,1
13,20060919,1
13,20060920,1
13,20060921,1
13,20060925,1
13,20060926,1
13,20060927,1
13,20060928,1
13,20061002,1
13,20061003,1
13,20061004,1
13,20061005,1
13,20061010,1
13,20061011,1
13,20061012,1
13,20061016,1
13,20061017,1
13,20061018,1
13,20061019,1
13,20061023,1
13,20061024,1
13,20061025,1
13,20061026,1
13,20061030,1
13,20061031,1
13,20061101,1
13,20061102,1
13,20061106,1
13,20061107,1
13,20061108,1
13,20061109,1
13,20061113,1
13,20061114,1
13,20061115,1
13,20061116,1
13,20061120,1
13,20061121,1
13,20061122,1
13,20061127,1
13,20061128,1
13,20061129,1
13,20061130,1
13,20061204,1
13,20061205,1
13,20061206,1
13,20061207,1
13,20061211,1
13,20061212,1
13,20061213,1
13,20061214,1
13,20061218,1
13,20061219,1
13,20061220,1
13,20061221,1
13,20070501,1
13,20070502,1
13,20070503,1
13,20070507,1
13,20070508,1
13,20070509,1
13,20070510,1
13,20070514,1
13,20070515,1
13,20070516,1
13,20070517,1
13,20070521,1
13,20070522,1
13,20070523,1
13,20070524,1
13,20070529,1
13,20070530,1
13,20070531,1
13,20070604,1
13,20070605,1
13,20070606,1
13,20070607,1
13,20070611,1
13,20070612,1
13,20070613,1
13,20070614,1
13,20070827,1
13,20070828,1
13,20070829,1
13,20070830,1
13,20070904,1
13,20070905,1
13,20070906,1
13,20070910,1
13,20070911,1
13,20070912,1
13,20070913,1
13,20070917,1
13,20070918,1
13,20070919,1
13,20070920,1
13,20070924,1
13,20070925,1
13,20070926,1
13,20070927,1
13,20071001,1
13,20071002,1
13,20071003,1
13,20071004,1
13,20071010,1
13,20071011,1
13,20071015,1
13,20071016,1
13,20071017,1
13,20071018,1
13,20071022,1
13,20071023,1
13,20071024,1
13,20071025,1
13,20071029,1
13,20071030,1
13,20071031,1
13,20071101,1
13,20071105,1
13,20071106,1
13,20071107,1
13,20071108,1
13,20071113,1
13,20071114,1
13,20071115,1
13,20071119,1
13,20071120,1
13,20071121,1
13,20071126,1
13,20071127,1
13,20071128,1
13,20071129,1
13,20071203,1
13,20071204,1
13,20071205,1
13,20071206,1
13,20071210,1
13,20071211,1
13,20071212,1
13,20071213,1
13,20071217,1
13,20071218,1
13,20071219,1
13,20071220,1
13,20071231,1
13,20080107,1
13,20080108,1
13,20080109,1
13,20080110,1
13,20080114,1
13,20080115,1
13,20080116,1
13,20080117,1
13,20080122,1
13,20080123,1
13,20080124,1
13,20080128,1
13,20080129,1
13,20080130,1
13,20080131,1
13,20080204,1
13,20080205,1
13,20080206,1
13,20080207,1
13,20080211,1
13,20080212,1
13,20080213,1
13,20080214,1
13,20080219,1
13,20080220,1
13,20080221,1
13,20080225,1
13,20080226,1
13,20080227,1
13,20080228,1
13,20080303,1
13,20080304,1
13,20080305,1
13,20080306,1
13,20080310,1
13,20080311,1
13,20080312,1
13,20080313,1
13,20080317,1
13,20080318,1
13,20080319,1
13,20080320,1
13,20080331,1
13,20080401,1
13,20080402,1
13,20080403,1
13,20080407,1
13,20080408,1
13,20080409,1
13,20080410,1
13,20080414,1
13,20080415,1
13,20080417,1
13,20080421,1
13,20080422,1
13,20080423,1
13,20080424,1
13,20080428,1
13,20080429,1
13,20080430,1
13,20080501,1
13,20080505,1
13,20080506,1
13,20080507,1
13,20080508,1
13,20080512,1
13,20080513,1
13,20080514,1
13,20080515,1
13,20080519,1
13,20080520,1
13,20080521,1
13,20080522,1
13,20080527,1
13,20080528,1
13,20080529,1
13,20080602,1
13,20080603,1
13,20080604,1
13,20080605,1
13,20080609,1
13,20080610,1
13,20080611,1
13,20080612,1
13,20080825,1
13,20080826,1
13,20080827,1
13,20080828,1
13,20080902,1
13,20080903,1
13,20080904,1
13,20080908,1
13,20080909,1
13,20080910,1
13,20080911,1
13,20080915,1
13,20080916,1
13,20080917,1
13,20080918,1
13,20080922,1
13,20080923,1
13,20080924,1
13,20080925,1
13,20080929,1
13,20080930,1
13,20081001,1
13,20081002,1
13,20081006,1
13,20081007,1
13,20081008,1
13,20081009,1
13,20081014,1
13,20081015,1
13,20081016,1
13,20081020,1
13,20081021,1
13,20081022,1
13,20081023,1
13,20081027,1
13,20081028,1
13,20081029,1
13,20081030,1
13,20081103,1
13,20081104,1
13,20081105,1
13,20081106,1
13,20081110,1
13,20081112,1
13,20081113,1
13,20081117,1
13,20081118,1
13,20081119,1
13,20081120,1
13,20081124,1
13,20081125,1
13,20081126,1
13,20081201,1
13,20081202,1
13,20081203,1
13,20081204,1
13,20081209,1
13,20081210,1
13,20081211,1
13,20081215,1
13,20081216,1
13,20081217,1
13,20081218,1
13,20090105,1
13,20090106,1
13,20090107,1
13,20090108,1
13,20090112,1
13,20090113,1
13,20090114,1
13,20090115,1
13,20090121,1
13,20090122,1
13,20090126,1
13,20090127,1
13,20090128,1
13,20090129,1
13,20090202,1
13,20090203,1
13,20090204,1
13,20090205,1
13,20090209,1
13,20090210,1
13,20090211,1
13,20090212,1
13,20090217,1
13,20090218,1
13,20090219,1
13,20090223,1
13,20090224,1
13,20090225,1
13,20090226,1
13,20090302,1
13,20090303,1
13,20090304,1
13,20090305,1
13,20090309,1
13,20090310,1
13,20090311,1
13,20090312,1
13,20090316,1
13,20090317,1
13,20090318,1
13,20090319,1
13,20090330,1
13,20090331,1
13,20090401,1
13,20090402,1
13,20090406,1
13,20090407,1
13,20090408,1
13,20090409,1
13,20090414,1
13,20090415,1
13,20090420,1
13,20090421,1
13,20090422,1
13,20090423,1
13,20090427,1
13,20090428,1
13,20090429,1
13,20090430,1
13,20090504,1
13,20090505,1
13,20090506,1
13,20090507,1
13,20090511,1
13,20090512,1
13,20090513,1
13,20090514,1
13,20090518,1
13,20090519,1
13,20090520,1
13,20090521,1
13,20090526,1
13,20090527,1
13,20090528,1
13,20090601,1
13,20090602,1
13,20090603,1
13,20090604,1
13,20090608,1
13,20090609,1
13,20090610,1
13,20090611,1
13,20090615,1
13,20090824,1
13,20090825,1
13,20090826,1
13,20090827,1
13,20090831,1
13,20090901,1
13,20090902,1
13,20090903,1
13,20090908,1
13,20090909,1
13,20090910,1
13,20090914,1
13,20090915,1
13,20090916,1
13,20090917,1
13,20090921,1
13,20090922,1
13,20090923,1
13,20090924,1
13,20090928,1
13,20090929,1
13,20090930,1
13,20091001,1
13,20091005,1
13,20091006,1
13,20091007,1
13,20091008,1
13,20091013,1
13,20091014,1
13,20091015,1
13,20091019,1
13,20091020,1
13,20091021,1
13,20091022,1
13,20091026,1
13,20091027,1
13,20091028,1
13,20091029,1
13,20091102,1
13,20091103,1
13,20091104,1
13,20091105,1
13,20091109,1
13,20091110,1
13,20091112,1
13,20091116,1
13,20091117,1
13,20091118,1
13,20091119,1
13,20091123,1
13,20091124,1
13,20091125,1
13,20091130,1
13,20091201,1
13,20091202,1
13,20091203,1
13,20091208,1
13,20091209,1
13,20091210,1
13,20091214,1
13,20091215,1
13,20091216,1
13,20091217,1
13,20100104,1
13,20100105,1
13,20100106,1
13,20100107,1
13,20100111,1
13,20100112,1
13,20100113,1
13,20100114,1
13,20100119,1
13,20100120,1
13,20100121,1
13,20100125,1
13,20100126,1
13,20100127,1
13,20100128,1
13,20100201,1
13,20100202,1
13,20100203,1
13,20100204,1
13,20100208,1
13,20100209,1
13,20100210,1
13,20100211,1
13,20100216,1
13,20100217,1
13,20100218,1
13,20100222,1
13,20100223,1
13,20100224,1
13,20100225,1
13,20100302,1
13,20100303,1
13,20100304,1
13,20100308,1
13,20100309,1
13,20100310,1
13,20100311,1
13,20100315,1
13,20100316,1
13,20100317,1
13,20100318,1
13,20100322,1
13,20100323,1
13,20100324,1
13,20100325,1
13,20100406,1
13,20100407,1
13,20100408,1
13,20100412,1
13,20100413,1
13,20100414,1
13,20100415,1
13,20100419,1
13,20100420,1
13,20100421,1
13,20100422,1
13,20100426,1
13,20100427,1
13,20100428,1
13,20100429,1
13,20100503,1
13,20100504,1
13,20100505,1
13,20100506,1
13,20100510,1
13,20100511,1
13,20100512,1
13,20100513,1
13,20100517,1
13,20100518,1
13,20100519,1
13,20100520,1
13,20100524,1
13,20100525,1
13,20100526,1
13,20100527,1
13,20100601,1
13,20100602,1
13,20100603,1
13,20100607,1
13,20100608,1
13,20100609,1
13,20100610,1
13,20100614,1
13,20100615,1
13,20100616,1
13,20100617,1
13,20100621,1
13,20100622,1
13,20100823,1
13,20100824,1
13,20100825,1
13,20100826,1
13,20100830,1
13,20100831,1
13,20100901,1
13,20100902,1
13,20100907,1
13,20100908,1
13,20100909,1
13,20100913,1
13,20100914,1
13,20100915,1
13,20100916,1
13,20100920,1
13,20100921,1
13,20100922,1
13,20100923,1
13,20100927,1
13,20100928,1
13,20100929,1
13,20100930,1
13,20101004,1
13,20101005,1
13,20101006,1
13,20101007,1
13,20101012,1
13,20101013,1
13,20101014,1
13,20101019,1
13,20101020,1
13,20101021,1
13,20101025,1
13,20101026,1
13,20101027,1
13,20101028,1
13,20101101,1
13,20101102,1
13,20101103,1
13,20101104,1
13,20101108,1
13,20101109,1
13,20101110,1
13,20101115,1
13,20101116,1
13,20101117,1
13,20101118,1
13,20101122,1
13,20101123,1
13,20101124,1
13,20101129,1
13,20101130,1
13,20101201,1
13,20101202,1
13,20101206,1
13,20101207,1
13,20101208,1
13,20101209,1
13,20101213,1
13,20101214,1
13,20101215,1
13,20101216,1
13,20110103,1
13,20110104,1
13,20110105,1
13,20110106,1
13,20110110,1
13,20110111,1
13,20110112,1
13,20110113,1
13,20110118,1
13,20110119,1
13,20110120,1
13,20110124,1
13,20110125,1
13,20110126,1
13,20110127,1
13,20110201,1
13,20110202,1
13,20110203,1
13,20110207,1
13,20110208,1
13,20110209,1
13,20110210,1
13,20110214,1
13,20110215,1
13,20110216,1
13,20110217,1
13,20110222,1
13,20110223,1
13,20110224,1
13,20110301,1
13,20110302,1
13,20110303,1
13,20110307,1
13,20110308,1
13,20110309,1
13,20110310,1
13,20110314,1
13,20110315,1
13,20110316,1
13,20110317,1
13,20110321,1
13,20110322,1
13,20110323,1
13,20110324,1
13,20110328,1
13,20110329,1
13,20110330,1
13,20110331,1
13,20110404,1
13,20110405,1
13,20110406,1
13,20110407,1
13,20110411,1
13,20110412,1
13,20110413,1
13,20110414,1
13,20110426,1
13,20110427,1
13,20110428,1
13,20110502,1
13,20110503,1
13,20110504,1
13,20110505,1
13,20110509,1
13,20110510,1
13,20110511,1
13,20110512,1
13,20110517,1
13,20110518,1
13,20110519,1
13,20110523,1
13,20110524,1
13,20110525,1
13,20110526,1
13,20110531,1
13,20110601,1
13,20110602,1
13,20110606,1
13,20110607,1
13,20110608,1
13,20110609,1
13,20110613,1
13,20110614,1
13,20110615,1
13,20110616,1
13,20110620,1
13,20110822,1
13,20110823,1
13,20110824,1
13,20110825,1
13,20110829,1
13,20110830,1
13,20110831,1
13,20110901,1
13,20110906,1
13,20110907,1
13,20110908,1
13,20110912,1
13,20110913,1
13,20110914,1
13,20110915,1
13,20110919,1
13,20110920,1
13,20110921,1
13,20110922,1
13,20110926,1
13,20110927,1
13,20110928,1
13,20110929,1
13,20111003,1
13,20111004,1
13,20111005,1
13,20111006,1
13,20111011,1
13,20111012,1
13,20111013,1
13,20111018,1
13,20111019,1
13,20111020,1
13,20111024,1
13,20111025,1
13,20111026,1
13,20111027,1
13,20111031,1
13,20111101,1
13,20111102,1
13,20111103,1
13,20111107,1
13,20111108,1
13,20111109,1
